İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,TL
20862076,27 Ağustos 2022,Toyota,Corolla,1.4 D-4D Touch,2017,79.000 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,439900
20861972,27 Ağustos 2022,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2012,99.000 km,Otomatik,LPG & Benzin,Sedan,1396 cc,108 hp,Önden Çekiş,"6,3 lt",43 lt,1 değişen,Takasa Uygun,Sahibinden,340000
20862023,27 Ağustos 2022,Ford,Focus,1.6 Ti-VCT Trend X,2012,164.000 km,Yarı Otomatik,Benzin,Sedan,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,319900
20861964,27 Ağustos 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,20.000 km,Otomatik,LPG & Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,3 lt",46 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,709000
20861990,27 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2018,133.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,295750
20862001,27 Ağustos 2022,Opel,Insignia,1.6 CDTI Edition Elegance,2015,449.900 km,Otomatik,Dizel,Sedan,1598 cc,136 hp,Önden Çekiş,5 lt,70 lt,Tamamı orjinal,Takasa Uygun,Galeriden,449900
19689157,27 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2012,73.000 km,Düz,Dizel,Sedan,1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,277500
20861939,27 Ağustos 2022,Honda,City,1.4 Comfort,2009,140.000 km,Düz,Benzin,Sedan,1339 cc,83 hp,Önden Çekiş,"5,6 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,225750
20861937,27 Ağustos 2022,Seat,Leon,1.6 TDI Style,2019,57.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,548900
20861850,27 Ağustos 2022,Toyota,Auris,1.4 D-4D Active,2014,54.000 km,Düz,Dizel,Hatchback/5,1364 cc,90 hp,Önden Çekiş,"4,2 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,460000
20861903,27 Ağustos 2022,Renault,Clio,1.5 dCi Joy,2017,135.000 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,319750
20861820,27 Ağustos 2022,Hyundai,i20,1.2 D-CVVT Jump,2013,159.000 km,Düz,Benzin,Hatchback/5,1248 cc,85 hp,Önden Çekiş,"4,9 lt",45 lt,"3 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,220000
20240555,27 Ağustos 2022,Audi,A7,40 TDI,2022,0 km,Otomatik,Dizel,Hatchback/5,1968 cc,204 hp,Önden Çekiş,"4,5 lt",63 lt,Belirtilmemiş,Takasa Uygun,Galeriden,4120000
19742670,27 Ağustos 2022,Opel,Astra,1.6 CDTI Business,2015,142.858 km,Düz,Dizel,Sedan,1598 cc,110 hp,Önden Çekiş,4 lt,56 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,459000
20861871,27 Ağustos 2022,Skoda,Octavia,1.6 TDI Optimal,2018,137.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,498750
17682282,27 Ağustos 2022,Opel,Astra,1.6 CDTI Business,2015,100.000 km,Düz,Dizel,Sedan,1598 cc,110 hp,Önden Çekiş,4 lt,56 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,484000
20861502,27 Ağustos 2022,Renault,Megane,1.5 dCi Icon,2019,37.740 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,705000
20861845,27 Ağustos 2022,Volkswagen,Polo,1.0 Life,2022,20 km,Yarı Otomatik,Benzin,Hatchback/5,999 cc,95 hp,Önden Çekiş,5 lt,40 lt,Belirtilmemiş,Takasa Uygun,Galeriden,609750
20853669,27 Ağustos 2022,Opel,Corsa,1.3 CDTI Essentia,2014,130.500 km,Düz,Dizel,Hatchback/5,1248 cc,75 hp,Önden Çekiş,"4,2 lt",45 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,278850
20861689,27 Ağustos 2022,Hyundai,i20,1.2 MPI Style,2016,137.000 km,Düz,LPG & Benzin,Hatchback/5,1248 cc,84 hp,Önden Çekiş,"5,1 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,345000
20861784,27 Ağustos 2022,Fiat,Egea,1.6 Multijet Easy,2020,62.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,"3,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,460750
20861777,27 Ağustos 2022,Skoda,Fabia,1.2 Ambiente,2005,163.000 km,Düz,LPG & Benzin,Sedan,1198 cc,64 hp,Önden Çekiş,6 lt,45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,161000
20861667,27 Ağustos 2022,Citroen,C3,1.4 HDi Attraction,2011,172.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,"4,1 lt",50 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,215000
20861472,27 Ağustos 2022,Renault,Scenic,1.6 Sportway,2007,160.000 km,Düz,Benzin,MPV,1598 cc,115 hp,Önden Çekiş,"7,2 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,255000
20861548,27 Ağustos 2022,Renault,Clio,0.9 TCe Touch,2020,13.300 km,Düz,Benzin,Hatchback/5,898 cc,90 hp,Önden Çekiş,5 lt,45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,450000
20861451,27 Ağustos 2022,Renault,Fluence,1.5 dCi Business,2012,237.500 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,270000
20861625,27 Ağustos 2022,Ford,Fiesta,1.4 TDCi Titanium,2012,235.000 km,Düz,Dizel,Hatchback/5,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,209000
18523818,27 Ağustos 2022,Mercedes - Benz,C,C 200 D Comfort,2020,31.000 km,Otomatik,Dizel,Sedan,1598 cc,160 hp,Arkadan İtiş,"4,2 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1450000
20861539,27 Ağustos 2022,Renault,Fluence,1.5 dCi Icon,2015,330.000 km,Düz,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,6 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,344000
20861518,27 Ağustos 2022,BMW,4 Serisi,418i Gran Coupe Gran Coupe,2016,113.000 km,Otomatik,Benzin,Coupe,1499 cc,136 hp,Arkadan İtiş,"5,2 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,925000
20861589,27 Ağustos 2022,Renault,Megane,1.5 dCi Extreme,2012,145.000 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,369000
20861566,27 Ağustos 2022,Honda,Accord,2.0 EX,1993,318.100 km,Otomatik,LPG & Benzin,Sedan,1997 cc,133 hp,Önden Çekiş,0 lt,65 lt,"1 değişen, 12 boyalı",Takasa Uygun Değil,Sahibinden,118000
20861314,27 Ağustos 2022,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2014,126.500 km,Düz,Dizel,Hatchback/5,1598 cc,105 hp,Önden Çekiş,"3,8 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,460000
19975520,27 Ağustos 2022,Opel,Astra,1.6 CDTI Sport,2014,155.000 km,Düz,Dizel,Sedan,1598 cc,110 hp,Önden Çekiş,"3,7 lt",56 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,410000
20861385,27 Ağustos 2022,Renault,Fluence,1.5 dCi Touch Plus,2013,103.836 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,1 boyalı,Takasa Uygun,Sahibinden,415000
20443349,27 Ağustos 2022,Toyota,Yaris,1.4 D-4D Terra,2006,260.000 km,Düz,Dizel,Hatchback/5,1364 cc,90 hp,Önden Çekiş,"4,5 lt",42 lt,"1 değişen, 3 boyalı",Takasa Uygun,Sahibinden,172500
20861434,27 Ağustos 2022,BMW,5 Serisi,520i Luxury Line,2018,120.800 km,Otomatik,Benzin,Sedan,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1450000
20861315,27 Ağustos 2022,Suzuki,SX4,GL,2010,181.000 km,Düz,Dizel,Hatchback/5,1560 cc,91 hp,Önden Çekiş,"4,9 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,225000
20861301,27 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2015,160.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,242500
20861105,27 Ağustos 2022,Dacia,Lodgy,1.5 BlueDCI Stepway,2019,99.417 km,Düz,Dizel,MPV,1461 cc,115 hp,Önden Çekiş,"4,4 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,461500
20861262,27 Ağustos 2022,Ford,Focus,1.6 TDCi Trend X,2016,222.000 km,Düz,Dizel,Sedan,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,319500
20861108,27 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016,159.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,635000
20861070,27 Ağustos 2022,Renault,Megane,1.3 Tce Joy,2020,40.700 km,Yarı Otomatik,Benzin,Sedan,1332 cc,140 hp,Önden Çekiş,"5,7 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,510000
20861066,27 Ağustos 2022,Suzuki,SX4,GL,2009,136.500 km,Düz,Benzin,Hatchback/5,1586 cc,122 hp,Önden Çekiş,"6,2 lt",50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,236500
20861047,27 Ağustos 2022,Fiat,Punto,Grande 1.4 Fire Active,2009,40.000 km,Düz,Benzin,Hatchback/5,1368 cc,77 hp,Önden Çekiş,"5,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,255000
20860956,27 Ağustos 2022,Kia,Picanto,1.1 EX,2005,275.000 km,Düz,Benzin,Hatchback/5,1086 cc,65 hp,Önden Çekiş,"4,9 lt",35 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,244000
20860877,27 Ağustos 2022,Volkswagen,Passat,2.0 TDi BlueMotion Highline,2014,149.000 km,Yarı Otomatik,Dizel,Sedan,1968 cc,140 hp,Önden Çekiş,"5,2 lt",70 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,535000
20860805,27 Ağustos 2022,Alfa Romeo,156,1.6 TS Distinctive,2005,52.000 km,Düz,Benzin,Sedan,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,245000
20860243,27 Ağustos 2022,Peugeot,508,1.6 HDi Allure,2011,199.500 km,Yarı Otomatik,Dizel,Sedan,1560 cc,114 hp,Önden Çekiş,"4,4 lt",72 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,385000
20860972,27 Ağustos 2022,Audi,A4,A4 Sedan 2.0 TDI,2008,213.000 km,Yarı Otomatik,Dizel,Sedan,1968 cc,151 - 175 HP,Önden Çekiş,"5,8 lt",65 lt,"2 değişen, 7 boyalı",Takasa Uygun Değil,Sahibinden,346500
20859284,27 Ağustos 2022,Opel,Corsa,1.3 CDTI Enjoy,2011,135.000 km,Düz,Dizel,Hatchback/5,1248 cc,75 hp,Önden Çekiş,4 lt,45 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,255000
20859049,27 Ağustos 2022,Renault,Megane,1.5 dCi Touch Plus,2015,102.000 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,407000
20857822,27 Ağustos 2022,Opel,Astra,1.6 CDTI Design,2016,105.000 km,Otomatik,Dizel,Sedan,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,445000
20858402,27 Ağustos 2022,Citroen,C-Elysee,1.6 HDi Confort,2015,55.000 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,340000
20858391,27 Ağustos 2022,Audi,A1,1.4 TFSI Attraction,2011,113.000 km,Yarı Otomatik,Benzin,Hatchback/3,1390 cc,122 hp,Önden Çekiş,"5,3 lt",45 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,450000
20857553,27 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,125.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,590000
19251210,27 Ağustos 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2012,155.000 km,Düz,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,425000
20860485,27 Ağustos 2022,Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,300.000 km,Otomatik,LPG & Benzin,Sedan,1597 cc,156 hp,Arkadan İtiş,"6,5 lt",66 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,590000
20858881,27 Ağustos 2022,Peugeot,207,1.4 HDi Trendy,2007,289.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,"4,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,210000
20858649,27 Ağustos 2022,Skoda,Octavia,1.6 FSI Elegance,2005,225.000 km,Düz,Benzin,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"6,6 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,228000
20858521,27 Ağustos 2022,Renault,Fluence,1.5 dCi Business,2010,240.000 km,Düz,Dizel,Sedan,1461 cc,85 hp,Önden Çekiş,"4,5 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,235000
20859183,27 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2013,154.400 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",70 lt,2 boyalı,Takasa Uygun,Sahibinden,480000
20860478,27 Ağustos 2022,Renault,Megane,1.5 Blue DCI Touch,2020,65.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,115 hp,Önden Çekiş,"4,2 lt",49 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,568750
20859447,27 Ağustos 2022,Peugeot,307,1.6 Comfort,2006,318.000 km,Otomatik,LPG & Benzin,Hatchback/5,1587 cc,110 hp,Önden Çekiş,"7,9 lt",60 lt,"1 değişen, 9 boyalı",Takasa Uygun,Sahibinden,210000
20861000,27 Ağustos 2022,Fiat,Palio,1.2 SL,2003,219.000 km,Düz,LPG & Benzin,Hatchback/5,1242 cc,74 hp,Önden Çekiş,"7,2 lt",51 lt,"1 değişen, 9 boyalı",Takasa Uygun,Sahibinden,124500
20858354,27 Ağustos 2022,Renault,Symbol,1.5 dCi Authentique,2011,160.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,193000
20857590,27 Ağustos 2022,Ford,Fiesta,1.4 TDCi Titanium X,2011,169.000 km,Düz,Dizel,Hatchback/5,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"2 değişen, 4 boyalı",Takasa Uygun,Sahibinden,245500
20858687,27 Ağustos 2022,BMW,3 Serisi,320d M Sport,2011,217.500 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,"5,3 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,575000
20858874,27 Ağustos 2022,Fiat,Punto,Grande 1.3 Multijet Active,2009,343.000 km,Düz,Dizel,Hatchback/5,1248 cc,90 hp,Önden Çekiş,"4,6 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,162000
20858188,27 Ağustos 2022,Fiat,Egea,1.6 Multijet Comfort,2017,155.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,"3,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,360000
20857884,27 Ağustos 2022,Chevrolet,Cruze,1.6 LS,2011,193.000 km,Düz,LPG & Benzin,Sedan,1598 cc,124 hp,Önden Çekiş,"6,5 lt",60 lt,"1 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden,198000
20857677,27 Ağustos 2022,Citroen,C-Elysee,1.6 HDi Confort,2014,122.900 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,323500
20859478,27 Ağustos 2022,Audi,A4,A4 Sedan 2.0 TDI,2013,135.000 km,Otomatik,Dizel,Sedan,1968 cc,150 hp,Önden Çekiş,"4,8 lt",63 lt,"2 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,655000
20445973,27 Ağustos 2022,Mercedes - Benz,A,A 200 AMG,2020,40.000 km,Yarı Otomatik,Benzin,Sedan,1332 cc,163 hp,Önden Çekiş,"5,4 lt",43 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1320000
20440514,27 Ağustos 2022,Renault,Clio,1.5 dCi SportTourer Joy,2016,241.000 km,Düz,Dizel,Station wagon,1461 cc,75 hp,Önden Çekiş,4 lt,45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,296500
20860317,27 Ağustos 2022,Nissan,Almera,1.8 Luxury,2001,210.000 km,Düz,LPG & Benzin,Hatchback/5,1769 cc,114 hp,Önden Çekiş,"7,5 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,150000
20860960,27 Ağustos 2022,Volkswagen,Golf,1.4 TSi Highline,2017,90.000 km,Yarı Otomatik,Benzin,Hatchback/5,1395 cc,125 hp,Önden Çekiş,"5,3 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,660000
20383124,27 Ağustos 2022,Kia,Picanto,1.25 EX,2013,49.000 km,Otomatik,Benzin,Hatchback/5,1248 cc,85 hp,Önden Çekiş,"5,6 lt",35 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,314500
20859010,27 Ağustos 2022,Renault,Megane,1.6 Dynamique,2005,258.000 km,Düz,LPG & Benzin,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"6,8 lt",60 lt,12 boyalı,Takasa Uygun Değil,Sahibinden,138000
20859324,27 Ağustos 2022,Fiat,Palio,1.2 Active,2006,222.000 km,Düz,Benzin,Hatchback/5,1242 cc,81 hp,Önden Çekiş,"7,2 lt",51 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,135000
20860900,27 Ağustos 2022,Opel,Astra,1.3 CDTI Edition,2012,182.500 km,Düz,Dizel,Hatchback/5,1248 cc,95 hp,Önden Çekiş,"4,1 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,300003
20860631,27 Ağustos 2022,Renault,Symbol,1.5 dCi Expression,2012,334.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,"2 değişen, 10 boyalı",Takasa Uygun Değil,Sahibinden,165000
20858691,27 Ağustos 2022,Citroen,C4,1.6 BlueHDi Confort,2016,152.000 km,Otomatik,Dizel,Hatchback/5,1560 cc,122 hp,Önden Çekiş,"3,8 lt",60 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,430000
20857826,27 Ağustos 2022,Toyota,Corolla,1.5 Passion X-Pack,2021,37.400 km,Otomatik,LPG & Benzin,Sedan,1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,715000
20857848,27 Ağustos 2022,Renault,Megane,1.6 Privilege,2009,158.000 km,Düz,Benzin,Sedan,1598 cc,110 hp,Önden Çekiş,"6,8 lt",60 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,237000
20857686,27 Ağustos 2022,Renault,Megane,1.6 Dynamique,2005,245.800 km,Düz,Benzin,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"6,8 lt",60 lt,12 boyalı,Takasa Uygun Değil,Sahibinden,245000
20858703,27 Ağustos 2022,Citroen,C3,1.4 HDi Attraction,2011,170.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,"4,3 lt",48 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,235000
20857836,27 Ağustos 2022,Opel,Astra,1.4 T Sport,2015,113.900 km,Otomatik,Benzin,Hatchback/5,1364 cc,140 hp,Önden Çekiş,"6,8 lt",56 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,485500
20842450,27 Ağustos 2022,Volkswagen,Passat,1.5 TSi Business,2022,0 km,Yarı Otomatik,Benzin,Sedan,1498 cc,150 hp,Önden Çekiş,"5,3 lt",66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1019500
20860514,27 Ağustos 2022,Mercedes - Benz,B,B 180 CDI BlueEFFICIENCY Style,2014,139.000 km,Yarı Otomatik,Dizel,MPV,1461 cc,109 hp,Önden Çekiş,"4,8 lt",56 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,652000
20860111,27 Ağustos 2022,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,130.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,2 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,600000
20859501,27 Ağustos 2022,Opel,Astra,1.6 GLS,1997,288.000 km,Otomatik,LPG & Benzin,Hatchback/5,1598 cc,100 hp,Önden Çekiş,0 lt,52 lt,"1 değişen, 12 boyalı",Takasa Uygun Değil,Sahibinden,107000
20859608,27 Ağustos 2022,Renault,Fluence,1.5 dCi Joy,2014,225.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,2 değişen,Takasa Uygun Değil,Sahibinden,285000
20857787,27 Ağustos 2022,Renault,Symbol,1.5 dCi Authentique,2010,195.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,220000
20858569,27 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2019,30.400 km,Düz,Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,329000
20597363,27 Ağustos 2022,Volkswagen,Polo,1.4 Comfortline,2012,120.000 km,Yarı Otomatik,Benzin,Hatchback/5,1390 cc,85 hp,Önden Çekiş,"5,8 lt",45 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,367000
20860256,27 Ağustos 2022,Fiat,Linea,1.3 Multijet Urban,2014,176.645 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,285000
20860548,27 Ağustos 2022,Honda,Civic,1.6 i-VTEC Dream,2008,248.000 km,Otomatik,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"6,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,330000
20859952,27 Ağustos 2022,Hyundai,i20,1.4 MPI Jump,2017,96.900 km,Otomatik,Benzin,Hatchback/5,1368 cc,100 hp,Önden Çekiş,"6,2 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,400000
20859695,27 Ağustos 2022,Honda,Civic,1.6 i-VTEC Dream,2010,98.000 km,Düz,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt,"2 değişen, 4 boyalı",Takasa Uygun,Sahibinden,310000
20857885,27 Ağustos 2022,Citroen,C5,1.6 e-HDi Confort,2012,294.000 km,Yarı Otomatik,Dizel,Sedan,1560 cc,114 hp,Önden Çekiş,"4,6 lt",71 lt,"1 değişen, 6 boyalı",Takasa Uygun Değil,Sahibinden,279000
20859296,27 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2011,219.000 km,Düz,Dizel,Sedan,1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,177500
20860262,27 Ağustos 2022,Renault,Fluence,1.5 dCi Touch,2014,163.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,3 boyalı,Takasa Uygun,Sahibinden,349500
20859048,27 Ağustos 2022,Tofaş,Şahin,1.4,2000,400.000 km,Düz,LPG & Benzin,Sedan,1372 cc,71 hp,Arkadan İtiş,"6,6 lt",52 lt,"3 değişen, 10 boyalı",Takasa Uygun Değil,Sahibinden,60000
20858971,27 Ağustos 2022,Tofaş,Şahin,1.6 ie,1999,320.000 km,Düz,LPG & Benzin,Sedan,1581 cc,83 hp,Arkadan İtiş,0 lt,52 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,70000
20859464,27 Ağustos 2022,Dacia,Sandero,1.5 dCi Stepway,2018,80.000 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,90 hp,Önden Çekiş,"3,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,386900
20858182,27 Ağustos 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2019,34.800 km,Otomatik,LPG & Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,3 lt",46 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,637500
20860023,27 Ağustos 2022,Opel,Astra,1.6 CDTI Excellence,2017,71.000 km,Otomatik,Dizel,Hatchback/5,1598 cc,136 hp,Önden Çekiş,"4,6 lt",52 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,560000
